Time,Node,X,Y,Z,Speed,Latitude,Longitude,Altitude
+4.015e+12ns,1,5.96225e+06,156127,2.23984e+06,10.0142:0:-6.37097e+06,20.5832,1.5,3
+4.02e+12ns,0,2.88269e+06,-6.00432e+06,374874,3281.08:2607.85:-6.36451e+06,3.22141,-64.3542,300000
+4.02e+12ns,1,5.9622e+06,156126,2.23998e+06,10.0142:0:-6.37097e+06,20.5846,1.5,3
+4.025e+12ns,0,2.91882e+06,-5.98597e+06,388520,3325.58:2605.17:-6.36453e+06,3.3388,-64.0057,300000
+4.025e+12ns,1,5.96214e+06,156124,2.24012e+06,10.0142:0:-6.37097e+06,20.5859,1.5,3
+4.03e+12ns,0,2.95482e+06,-5.96737e+06,402152,3369.94:2602.39:-6.36455e+06,3.45609,-63.6571,300000
+4.03e+12ns,1,5.96209e+06,156123,2.24026e+06,10.0142:0:-6.37097e+06,20.5873,1.5,3
+4.035e+12ns,0,2.99071e+06,-5.94853e+06,415769,3414.16:2599.51:-6.36457e+06,3.57327,-63.3084,300000
+4.035e+12ns,1,5.96204e+06,156121,2.2404e+06,10.0142:0:-6.37097e+06,20.5886,1.5,3
+4.04e+12ns,0,3.02647e+06,-5.92945e+06,429371,3458.25:2596.54:-6.36459e+06,3.69033,-62.9596,300000
+4.04e+12ns,1,5.96199e+06,156120,2.24054e+06,10.0142:0:-6.37097e+06,20.59,1.5,3
+4.045e+12ns,0,3.06211e+06,-5.91012e+06,442957,3502.18:2593.48:-6.36462e+06,3.80726,-62.6108,300000
+4.045e+12ns,1,5.96193e+06,156119,2.24068e+06,10.0142:0:-6.37097e+06,20.5913,1.5,3
+4.05e+12ns,0,3.09762e+06,-5.89055e+06,456527,3545.98:2590.32:-6.36464e+06,3.92408,-62.2618,300000
+4.05e+12ns,1,5.96188e+06,156117,2.24082e+06,10.0142:0:-6.37097e+06,20.5927,1.5,3
+4.055e+12ns,0,3.133e+06,-5.87074e+06,470080,3589.62:2587.06:-6.36466e+06,4.04076,-61.9128,300000
+4.055e+12ns,1,5.96183e+06,156116,2.24096e+06,10.0142:0:-6.37097e+06,20.594,1.5,3
+4.06e+12ns,0,3.16825e+06,-5.85069e+06,483615,3633.12:2583.71:-6.36469e+06,4.15732,-61.5637,300000
+4.06e+12ns,1,5.96178e+06,156115,2.2411e+06,10.0142:0:-6.37097e+06,20.5954,1.5,3
+4.065e+12ns,0,3.20337e+06,-5.83039e+06,497133,3676.47:2580.26:-6.36471e+06,4.27373,-61.2144,300000
+4.065e+12ns,1,5.96172e+06,156113,2.24124e+06,10.0142:0:-6.37097e+06,20.5967,1.5,3
+4.07e+12ns,0,3.23836e+06,-5.80986e+06,510633,3719.66:2576.72:-6.36473e+06,4.39001,-60.8651,300000
+4.07e+12ns,1,5.96167e+06,156112,2.24138e+06,10.0142:0:-6.37097e+06,20.5981,1.5,3
+4.075e+12ns,0,3.27322e+06,-5.78909e+06,524114,3762.7:2573.08:-6.36476e+06,4.50614,-60.5157,300000
+4.075e+12ns,1,5.96162e+06,156110,2.24152e+06,10.0142:0:-6.37097e+06,20.5994,1.5,3
+4.08e+12ns,0,3.30794e+06,-5.76808e+06,537575,3805.59:2569.35:-6.36478e+06,4.62213,-60.1661,300000
+4.08e+12ns,1,5.96156e+06,156109,2.24166e+06,10.0142:0:-6.37097e+06,20.6008,1.5,3
+4.085e+12ns,0,3.34253e+06,-5.74684e+06,551017,3848.32:2565.52:-6.36481e+06,4.73796,-59.8165,300000
+4.085e+12ns,1,5.96151e+06,156108,2.2418e+06,10.0142:0:-6.37097e+06,20.6021,1.5,3
+4.09e+12ns,0,3.37697e+06,-5.72536e+06,564438,3890.89:2561.6:-6.36483e+06,4.85364,-59.4667,300000
+4.09e+12ns,1,5.96146e+06,156106,2.24195e+06,10.0142:0:-6.37097e+06,20.6035,1.5,3
+4.095e+12ns,0,3.41128e+06,-5.70364e+06,577839,3933.3:2557.59:-6.36486e+06,4.96916,-59.1169,300000
+4.095e+12ns,1,5.96141e+06,156105,2.24209e+06,10.0142:0:-6.37097e+06,20.6048,1.5,3
+4.1e+12ns,0,3.44544e+06,-5.68169e+06,591218,3975.54:2553.48:-6.36488e+06,5.08452,-58.7669,300000
+4.1e+12ns,1,5.96135e+06,156104,2.24223e+06,10.0142:0:-6.37097e+06,20.6062,1.5,3
+4.105e+12ns,0,3.47947e+06,-5.65951e+06,604576,4017.62:2549.28:-6.36491e+06,5.19971,-58.4168,300000
+4.105e+12ns,1,5.9613e+06,156102,2.24237e+06,10.0142:0:-6.37097e+06,20.6075,1.5,3
+4.11e+12ns,0,3.51335e+06,-5.63709e+06,617911,4059.54:2544.98:-6.36493e+06,5.31473,-58.0666,300000
+4.11e+12ns,1,5.96125e+06,156101,2.24251e+06,10.0142:0:-6.37097e+06,20.6089,1.5,3
+4.115e+12ns,0,3.54708e+06,-5.61445e+06,631224,4101.28:2540.59:-6.36496e+06,5.42957,-57.7162,300000
+4.115e+12ns,1,5.9612e+06,156099,2.24265e+06,10.0142:0:-6.37097e+06,20.6102,1.5,3
+4.12e+12ns,0,3.58067e+06,-5.59157e+06,644513,4142.86:2536.11:-6.36499e+06,5.54423,-57.3658,300000
+4.12e+12ns,1,5.96114e+06,156098,2.24279e+06,10.0142:0:-6.37097e+06,20.6116,1.5,3
+4.125e+12ns,0,3.61411e+06,-5.56846e+06,657779,4184.27:2531.53:-6.36501e+06,5.65872,-57.0152,300000
+4.125e+12ns,1,5.96109e+06,156097,2.24293e+06,10.0142:0:-6.37097e+06,20.6129,1.5,3
+4.13e+12ns,0,3.6474e+06,-5.54513e+06,671021,4225.5:2526.86:-6.36504e+06,5.77301,-56.6644,300000
+4.13e+12ns,1,5.96104e+06,156095,2.24307e+06,10.0142:0:-6.37097e+06,20.6143,1.5,3
+4.135e+12ns,0,3.68054e+06,-5.52157e+06,684237,4266.56:2522.09:-6.36507e+06,5.88712,-56.3136,300000
+4.135e+12ns,1,5.96098e+06,156094,2.24321e+06,10.0142:0:-6.37097e+06,20.6156,1.5,3
+4.14e+12ns,0,3.71352e+06,-5.49778e+06,697429,4307.44:2517.24:-6.3651e+06,6.00103,-55.9626,300000
+4.14e+12ns,1,5.96093e+06,156092,2.24335e+06,10.0142:0:-6.37097e+06,20.617,1.5,3
+4.145e+12ns,0,3.74636e+06,-5.47376e+06,710595,4348.14:2512.29:-6.36512e+06,6.11475,-55.6114,300000
+4.145e+12ns,1,5.96088e+06,156091,2.24349e+06,10.0142:0:-6.37097e+06,20.6183,1.5,3
+4.15e+12ns,0,3.77904e+06,-5.44953e+06,723735,4388.67:2507.25:-6.36515e+06,6.22826,-55.2602,300000
+4.15e+12ns,1,5.96083e+06,156090,2.24363e+06,10.0142:0:-6.37097e+06,20.6197,1.5,3
+4.155e+12ns,0,3.81156e+06,-5.42506e+06,736848,4429.01:2502.11:-6.36518e+06,6.34157,-54.9088,300000
+4.155e+12ns,1,5.96077e+06,156088,2.24377e+06,10.0142:0:-6.37097e+06,20.621,1.5,3
+4.16e+12ns,0,3.84392e+06,-5.40038e+06,749934,4469.17:2496.89:-6.36521e+06,6.45466,-54.5572,300000
+4.16e+12ns,1,5.96072e+06,156087,2.24391e+06,10.0142:0:-6.37097e+06,20.6224,1.5,3
+4.165e+12ns,0,3.87613e+06,-5.37547e+06,762992,4509.14:2491.57:-6.36524e+06,6.56755,-54.2055,300000
+4.165e+12ns,1,5.96067e+06,156086,2.24405e+06,10.0142:0:-6.37097e+06,20.6237,1.5,3
+4.17e+12ns,0,3.90818e+06,-5.35035e+06,776023,4548.93:2486.16:-6.36527e+06,6.68022,-53.8536,300000
+4.17e+12ns,1,5.96061e+06,156084,2.24419e+06,10.0142:0:-6.37097e+06,20.6251,1.5,3
+4.175e+12ns,0,3.94006e+06,-5.325e+06,789025,4588.53:2480.66:-6.3653e+06,6.79266,-53.5016,300000
+4.175e+12ns,1,5.96056e+06,156083,2.24433e+06,10.0142:0:-6.37097e+06,20.6264,1.5,3
+4.18e+12ns,0,3.97178e+06,-5.29943e+06,801997,4627.94:2475.07:-6.36532e+06,6.90488,-53.1494,300000
+4.18e+12ns,1,5.96051e+06,156081,2.24447e+06,10.0142:0:-6.37097e+06,20.6277,1.5,3
+4.185e+12ns,0,4.00334e+06,-5.27365e+06,814941,4667.16:2469.39:-6.36535e+06,7.01688,-52.7971,300000
+4.185e+12ns,1,5.96046e+06,156080,2.24461e+06,10.0142:0:-6.37097e+06,20.6291,1.5,3
+4.19e+12ns,0,4.03473e+06,-5.24765e+06,827854,4706.19:2463.61:-6.36538e+06,7.12863,-52.4446,300000
+4.19e+12ns,1,5.9604e+06,156079,2.24475e+06,10.0142:0:-6.37097e+06,20.6304,1.5,3
+4.195e+12ns,0,4.06595e+06,-5.22144e+06,840737,4745.02:2457.75:-6.36541e+06,7.24016,-52.092,300000
+4.195e+12ns,1,5.96035e+06,156077,2.24489e+06,10.0142:0:-6.37097e+06,20.6318,1.5,3
+4.2e+12ns,0,4.09701e+06,-5.19501e+06,853588,4783.66:2451.79:-6.36545e+06,7.35144,-51.7392,300000
+4.2e+12ns,1,5.9603e+06,156076,2.24503e+06,10.0142:0:-6.37097e+06,20.6331,1.5,3
+4.205e+12ns,0,4.12789e+06,-5.16837e+06,866409,4822.1:2445.75:-6.36548e+06,7.46248,-51.3862,300000
+4.205e+12ns,1,5.96024e+06,156074,2.24517e+06,10.0142:0:-6.37097e+06,20.6345,1.5,3
+4.21e+12ns,0,4.15861e+06,-5.14152e+06,879197,4860.33:2439.61:-6.36551e+06,7.57327,-51.0331,300000
+4.21e+12ns,1,5.96019e+06,156073,2.24531e+06,10.0142:0:-6.37097e+06,20.6358,1.5,3
+4.215e+12ns,0,4.18915e+06,-5.11446e+06,891954,4898.37:2433.39:-6.36554e+06,7.68381,-50.6798,300000
+4.215e+12ns,1,5.96014e+06,156072,2.24545e+06,10.0142:0:-6.37097e+06,20.6372,1.5,3
+4.22e+12ns,0,4.21952e+06,-5.08718e+06,904677,4936.21:2427.07:-6.36557e+06,7.79409,-50.3263,300000
+4.22e+12ns,1,5.96009e+06,156070,2.2456e+06,10.0142:0:-6.37097e+06,20.6385,1.5,3
+4.225e+12ns,0,4.24972e+06,-5.0597e+06,917367,4973.84:2420.67:-6.3656e+06,7.90411,-49.9726,300000
+4.225e+12ns,1,5.96003e+06,156069,2.24574e+06,10.0142:0:-6.37097e+06,20.6399,1.5,3
+4.23e+12ns,0,4.27974e+06,-5.03201e+06,930023,5011.27:2414.18:-6.36563e+06,8.01387,-49.6188,300000
+4.23e+12ns,1,5.95998e+06,156068,2.24588e+06,10.0142:0:-6.37097e+06,20.6412,1.5,3
+4.235e+12ns,0,4.30958e+06,-5.00412e+06,942645,5048.49:2407.59:-6.36566e+06,8.12337,-49.2648,300000
+4.235e+12ns,1,5.95993e+06,156066,2.24602e+06,10.0142:0:-6.37097e+06,20.6426,1.5,3
+4.24e+12ns,0,4.33924e+06,-4.97602e+06,955233,5085.5:2400.92:-6.3657e+06,8.23259,-48.9106,300000
+4.24e+12ns,1,5.95987e+06,156065,2.24616e+06,10.0142:0:-6.37097e+06,20.6439,1.5,3
+4.245e+12ns,0,4.36873e+06,-4.94771e+06,967785,5122.3:2394.16:-6.36573e+06,8.34153,-48.5562,300000
+4.245e+12ns,1,5.95982e+06,156063,2.2463e+06,10.0142:0:-6.37097e+06,20.6453,1.5,3
+4.25e+12ns,0,4.39803e+06,-4.91921e+06,980302,5158.89:2387.32:-6.36576e+06,8.4502,-48.2016,300000
+4.25e+12ns,1,5.95977e+06,156062,2.24644e+06,10.0142:0:-6.37097e+06,20.6466,1.5,3
+4.255e+12ns,0,4.42715e+06,-4.8905e+06,992782,5195.27:2380.38:-6.36579e+06,8.55858,-47.8468,300000
+4.255e+12ns,1,5.95972e+06,156061,2.24658e+06,10.0142:0:-6.37097e+06,20.648,1.5,3
+4.26e+12ns,0,4.45609e+06,-4.86159e+06,1.00523e+06,5231.43:2373.36:-6.36583e+06,8.66668,-47.4919,300000
+4.26e+12ns,1,5.95966e+06,156059,2.24672e+06,10.0142:0:-6.37097e+06,20.6493,1.5,3
+4.265e+12ns,0,4.48484e+06,-4.83248e+06,1.01763e+06,5267.38:2366.25:-6.36586e+06,8.77449,-47.1368,300000
+4.265e+12ns,1,5.95961e+06,156058,2.24686e+06,10.0142:0:-6.37097e+06,20.6507,1.5,3
+4.27e+12ns,0,4.51341e+06,-4.80317e+06,1.03e+06,5303.11:2359.05:-6.36589e+06,8.882,-46.7814,300000
+4.27e+12ns,1,5.95956e+06,156056,2.247e+06,10.0142:0:-6.37097e+06,20.652,1.5,3
+4.275e+12ns,0,4.54179e+06,-4.77367e+06,1.04233e+06,5338.62:2351.77:-6.36593e+06,8.98922,-46.4259,300000
+4.275e+12ns,1,5.9595e+06,156055,2.24714e+06,10.0142:0:-6.37097e+06,20.6534,1.5,3
+4.28e+12ns,0,4.56998e+06,-4.74397e+06,1.05463e+06,5373.91:2344.4:-6.36596e+06,9.09613,-46.0702,300000
+4.28e+12ns,1,5.95945e+06,156054,2.24728e+06,10.0142:0:-6.37097e+06,20.6547,1.5,3
+4.285e+12ns,0,4.59799e+06,-4.71408e+06,1.06688e+06,5408.97:2336.94:-6.366e+06,9.20274,-45.7142,300000
+4.285e+12ns,1,5.9594e+06,156052,2.24742e+06,10.0142:0:-6.37097e+06,20.6561,1.5,3
+4.29e+12ns,0,4.6258e+06,-4.68399e+06,1.0791e+06,5443.82:2329.4:-6.36603e+06,9.30904,-45.3581,300000
+4.29e+12ns,1,5.95935e+06,156051,2.24756e+06,10.0142:0:-6.37097e+06,20.6574,1.5,3
+4.295e+12ns,0,4.65342e+06,-4.65371e+06,1.09127e+06,5478.44:2321.77:-6.36607e+06,9.41502,-45.0018,300000
+4.295e+12ns,1,5.95929e+06,156050,2.2477e+06,10.0142:0:-6.37097e+06,20.6588,1.5,3
+4.3e+12ns,0,4.68085e+06,-4.62324e+06,1.10341e+06,5512.83:2314.06:-6.3661e+06,9.52069,-44.6452,300000
+4.3e+12ns,1,5.95924e+06,156048,2.24784e+06,10.0142:0:-6.37097e+06,20.6601,1.5,3
+4.305e+12ns,0,4.70809e+06,-4.59258e+06,1.1155e+06,5547:2306.26:-6.36614e+06,9.62604,-44.2885,300000
+4.305e+12ns,1,5.95919e+06,156047,2.24798e+06,10.0142:0:-6.37097e+06,20.6615,1.5,3
+4.31e+12ns,0,4.73513e+06,-4.56174e+06,1.12756e+06,5580.94:2298.38:-6.36617e+06,9.73106,-43.9315,300000
+4.31e+12ns,1,5.95913e+06,156045,2.24812e+06,10.0142:0:-6.37097e+06,20.6628,1.5,3
+4.315e+12ns,0,4.76197e+06,-4.5307e+06,1.13957e+06,5614.64:2290.41:-6.36621e+06,9.83575,-43.5744,300000
+4.315e+12ns,1,5.95908e+06,156044,2.24826e+06,10.0142:0:-6.37097e+06,20.6642,1.5,3
+4.32e+12ns,0,4.78862e+06,-4.49948e+06,1.15154e+06,5648.12:2282.36:-6.36624e+06,9.94011,-43.217,300000
+4.32e+12ns,1,5.95903e+06,156043,2.2484e+06,10.0142:0:-6.37097e+06,20.6655,1.5,3
+4.325e+12ns,0,4.81506e+06,-4.46808e+06,1.16347e+06,5681.36:2274.22:-6.36628e+06,10.0441,-42.8594,300000
+4.325e+12ns,1,5.95898e+06,156041,2.24854e+06,10.0142:0:-6.37097e+06,20.6669,1.5,3
+4.33e+12ns,0,4.84131e+06,-4.43649e+06,1.17535e+06,5714.37:2266:-6.36631e+06,10.1478,-42.5016,300000
+4.33e+12ns,1,5.95892e+06,156040,2.24868e+06,10.0142:0:-6.37097e+06,20.6682,1.5,3
+4.335e+12ns,0,4.86736e+06,-4.40473e+06,1.18719e+06,5747.14:2257.69:-6.36635e+06,10.2512,-42.1436,300000
+4.335e+12ns,1,5.95887e+06,156038,2.24882e+06,10.0142:0:-6.37097e+06,20.6696,1.5,3
+4.34e+12ns,0,4.89321e+06,-4.37278e+06,1.19899e+06,5779.67:2249.31:-6.36639e+06,10.3541,-41.7853,300000
+4.34e+12ns,1,5.95882e+06,156037,2.24896e+06,10.0142:0:-6.37097e+06,20.6709,1.5,3
+4.345e+12ns,0,4.91885e+06,-4.34065e+06,1.21075e+06,5811.97:2240.84:-6.36642e+06,10.4568,-41.4268,300000
+4.345e+12ns,1,5.95876e+06,156036,2.2491e+06,10.0142:0:-6.37097e+06,20.6723,1.5,3
+4.35e+12ns,0,4.94429e+06,-4.30834e+06,1.22246e+06,5844.03:2232.29:-6.36646e+06,10.5591,-41.0682,300000
+4.35e+12ns,1,5.95871e+06,156034,2.24924e+06,10.0142:0:-6.37097e+06,20.6736,1.5,3
+4.355e+12ns,0,4.96953e+06,-4.27586e+06,1.23412e+06,5875.84:2223.65:-6.3665e+06,10.661,-40.7092,300000
+4.355e+12ns,1,5.95866e+06,156033,2.24938e+06,10.0142:0:-6.37097e+06,20.675,1.5,3
+4.36e+12ns,0,4.99456e+06,-4.2432e+06,1.24574e+06,5907.41:2214.94:-6.36653e+06,10.7626,-40.3501,300000
+4.36e+12ns,1,5.9586e+06,156032,2.24953e+06,10.0142:0:-6.37097e+06,20.6763,1.5,3
+4.365e+12ns,0,5.01938e+06,-4.21037e+06,1.25731e+06,5938.74:2206.14:-6.36657e+06,10.8638,-39.9907,300000
+4.365e+12ns,1,5.95855e+06,156030,2.24967e+06,10.0142:0:-6.37097e+06,20.6777,1.5,3
+4.37e+12ns,0,5.04399e+06,-4.17737e+06,1.26884e+06,5969.83:2197.26:-6.36661e+06,10.9646,-39.6311,300000
+4.37e+12ns,1,5.9585e+06,156029,2.24981e+06,10.0142:0:-6.37097e+06,20.679,1.5,3
+4.375e+12ns,0,5.0684e+06,-4.1442e+06,1.28032e+06,6000.66:2188.3:-6.36665e+06,11.065,-39.2713,300000
+4.375e+12ns,1,5.95845e+06,156027,2.24995e+06,10.0142:0:-6.37097e+06,20.6804,1.5,3
+4.38e+12ns,0,5.09259e+06,-4.11085e+06,1.29175e+06,6031.26:2179.26:-6.36668e+06,11.1651,-38.9112,300000
+4.38e+12ns,1,5.95839e+06,156026,2.25009e+06,10.0142:0:-6.37097e+06,20.6817,1.5,3
+4.385e+12ns,0,5.11658e+06,-4.07734e+06,1.30314e+06,6061.6:2170.14:-6.36672e+06,11.2648,-38.5509,300000
+4.385e+12ns,1,5.95834e+06,156025,2.25023e+06,10.0142:0:-6.37097e+06,20.6831,1.5,3
+4.39e+12ns,0,5.14035e+06,-4.04366e+06,1.31448e+06,6091.69:2160.94:-6.36676e+06,11.3641,-38.1904,300000
+4.39e+12ns,1,5.95829e+06,156023,2.25037e+06,10.0142:0:-6.37097e+06,20.6844,1.5,3
+4.395e+12ns,0,5.16391e+06,-4.00982e+06,1.32576e+06,6121.53:2151.66:-6.3668e+06,11.463,-37.8296,300000
+4.395e+12ns,1,5.95823e+06,156022,2.25051e+06,10.0142:0:-6.37097e+06,20.6858,1.5,3
+4.4e+12ns,0,5.18725e+06,-3.97581e+06,1.33701e+06,6151.12:2142.3:-6.36684e+06,11.5615,-37.4686,300000
+4.4e+12ns,1,5.95818e+06,156020,2.25065e+06,10.0142:0:-6.37097e+06,20.6871,1.5,3
+4.405e+12ns,0,5.21038e+06,-3.94164e+06,1.3482e+06,6180.45:2132.86:-6.36688e+06,11.6597,-37.1074,300000
+4.405e+12ns,1,5.95813e+06,156019,2.25079e+06,10.0142:0:-6.37097e+06,20.6885,1.5,3
+4.41e+12ns,0,5.2333e+06,-3.90731e+06,1.35934e+06,6209.53:2123.35:-6.36692e+06,11.7574,-36.7459,300000
+4.41e+12ns,1,5.95808e+06,156018,2.25093e+06,10.0142:0:-6.37097e+06,20.6898,1.5,3
+4.415e+12ns,0,5.25599e+06,-3.87281e+06,1.37043e+06,6238.35:2113.75:-6.36695e+06,11.8547,-36.3842,300000
+4.415e+12ns,1,5.95802e+06,156016,2.25107e+06,10.0142:0:-6.37097e+06,20.6912,1.5,3
+4.42e+12ns,0,5.27847e+06,-3.83816e+06,1.38147e+06,6266.92:2104.08:-6.36699e+06,11.9516,-36.0222,300000
+4.42e+12ns,1,5.95797e+06,156015,2.25121e+06,10.0142:0:-6.37097e+06,20.6925,1.5,3
+4.425e+12ns,0,5.30073e+06,-3.80336e+06,1.39246e+06,6295.23:2094.33:-6.36703e+06,12.0481,-35.66,300000
+4.425e+12ns,1,5.95792e+06,156014,2.25135e+06,10.0142:0:-6.37097e+06,20.6938,1.5,3
+4.43e+12ns,0,5.32277e+06,-3.76839e+06,1.4034e+06,6323.27:2084.5:-6.36707e+06,12.1442,-35.2976,300000
+4.43e+12ns,1,5.95786e+06,156012,2.25149e+06,10.0142:0:-6.37097e+06,20.6952,1.5,3
+4.435e+12ns,0,5.34459e+06,-3.73328e+06,1.41429e+06,6351.06:2074.6:-6.36711e+06,12.2399,-34.9349,300000
+4.435e+12ns,1,5.95781e+06,156011,2.25163e+06,10.0142:0:-6.37097e+06,20.6965,1.5,3
+4.44e+12ns,0,5.36619e+06,-3.69801e+06,1.42512e+06,6378.58:2064.62:-6.36715e+06,12.3351,-34.5719,300000
+4.44e+12ns,1,5.95776e+06,156009,2.25177e+06,10.0142:0:-6.37097e+06,20.6979,1.5,3
+4.445e+12ns,0,5.38757e+06,-3.66258e+06,1.43591e+06,6405.85:2054.57:-6.36719e+06,12.43,-34.2087,300000
+4.445e+12ns,1,5.9577e+06,156008,2.25191e+06,10.0142:0:-6.37097e+06,20.6992,1.5,3
+4.45e+12ns,0,5.40872e+06,-3.62701e+06,1.44664e+06,6432.84:2044.43:-6.36723e+06,12.5243,-33.8453,300000
+4.45e+12ns,1,5.95765e+06,156007,2.25205e+06,10.0142:0:-6.37097e+06,20.7006,1.5,3
+4.455e+12ns,0,5.42965e+06,-3.59129e+06,1.45731e+06,6459.58:2034.23:-6.36727e+06,12.6183,-33.4816,300000
+4.455e+12ns,1,5.9576e+06,156005,2.25219e+06,10.0142:0:-6.37097e+06,20.7019,1.5,3
+4.46e+12ns,0,5.45035e+06,-3.55543e+06,1.46794e+06,6486.04:2023.95:-6.36731e+06,12.7118,-33.1176,300000
+4.46e+12ns,1,5.95755e+06,156004,2.25233e+06,10.0142:0:-6.37097e+06,20.7033,1.5,3
+4.465e+12ns,0,5.47083e+06,-3.51942e+06,1.47851e+06,6512.24:2013.59:-6.36735e+06,12.8049,-32.7534,300000
+4.465e+12ns,1,5.95749e+06,156002,2.25247e+06,10.0142:0:-6.37097e+06,20.7046,1.5,3
+4.47e+12ns,0,5.49108e+06,-3.48326e+06,1.48902e+06,6538.17:2003.16:-6.3674e+06,12.8975,-32.389,300000
+4.47e+12ns,1,5.95744e+06,156001,2.25261e+06,10.0142:0:-6.37097e+06,20.706,1.5,3
+4.475e+12ns,0,5.5111e+06,-3.44696e+06,1.49948e+06,6563.83:1992.66:-6.36744e+06,12.9897,-32.0242,300000
+4.475e+12ns,1,5.95739e+06,156000,2.25275e+06,10.0142:0:-6.37097e+06,20.7073,1.5,3
+4.48e+12ns,0,5.5309e+06,-3.41052e+06,1.50988e+06,6589.22:1982.08:-6.36748e+06,13.0814,-31.6593,300000
+4.48e+12ns,1,5.95733e+06,155998,2.25289e+06,10.0142:0:-6.37097e+06,20.7087,1.5,3
+4.485e+12ns,0,5.55046e+06,-3.37395e+06,1.52023e+06,6614.34:1971.43:-6.36752e+06,13.1727,-31.2941,300000
+4.485e+12ns,1,5.95728e+06,155997,2.25303e+06,10.0142:0:-6.37097e+06,20.71,1.5,3
+4.49e+12ns,0,5.5698e+06,-3.33723e+06,1.53053e+06,6639.19:1960.71:-6.36756e+06,13.2635,-30.9286,300000
+4.49e+12ns,1,5.95723e+06,155995,2.25317e+06,10.0142:0:-6.37097e+06,20.7114,1.5,3
+4.495e+12ns,0,5.5889e+06,-3.30038e+06,1.54076e+06,6663.76:1949.91:-6.3676e+06,13.3539,-30.5629,300000
+4.495e+12ns,1,5.95717e+06,155994,2.25331e+06,10.0142:0:-6.37097e+06,20.7127,1.5,3
+4.5e+12ns,0,5.60777e+06,-3.26339e+06,1.55094e+06,6688.06:1939.05:-6.36764e+06,13.4437,-30.1969,300000
+4.5e+12ns,1,5.95712e+06,155993,2.25345e+06,10.0142:0:-6.37097e+06,20.7141,1.5,3
+4.505e+12ns,0,5.62641e+06,-3.22627e+06,1.56107e+06,6712.08:1928.11:-6.36769e+06,13.5332,-29.8306,300000
+4.505e+12ns,1,5.95707e+06,155991,2.25359e+06,10.0142:0:-6.37097e+06,20.7154,1.5,3
+4.51e+12ns,0,5.64482e+06,-3.18902e+06,1.57113e+06,6735.83:1917.1:-6.36773e+06,13.6221,-29.4641,300000
+4.51e+12ns,1,5.95701e+06,155990,2.25373e+06,10.0142:0:-6.37097e+06,20.7168,1.5,3
+4.515e+12ns,0,5.66299e+06,-3.15164e+06,1.58114e+06,6759.29:1906.02:-6.36777e+06,13.7106,-29.0974,300000
+4.515e+12ns,1,5.95696e+06,155989,2.25388e+06,10.0142:0:-6.37097e+06,20.7181,1.5,3
+4.52e+12ns,0,5.68092e+06,-3.11413e+06,1.59109e+06,6782.48:1894.87:-6.36781e+06,13.7985,-28.7303,300000
+4.52e+12ns,1,5.95691e+06,155987,2.25402e+06,10.0142:0:-6.37097e+06,20.7195,1.5,3
+4.525e+12ns,0,5.69863e+06,-3.07649e+06,1.60098e+06,6805.39:1883.65:-6.36786e+06,13.886,-28.363,300000
+4.525e+12ns,1,5.95686e+06,155986,2.25416e+06,10.0142:0:-6.37097e+06,20.7208,1.5,3
+4.53e+12ns,0,5.71609e+06,-3.03872e+06,1.61081e+06,6828.02:1872.36:-6.3679e+06,13.973,-27.9955,300000
+4.53e+12ns,1,5.9568e+06,155984,2.2543e+06,10.0142:0:-6.37097e+06,20.7222,1.5,3
+4.535e+12ns,0,5.73332e+06,-3.00084e+06,1.62059e+06,6850.37:1861.01:-6.36794e+06,14.0595,-27.6277,300000
+4.535e+12ns,1,5.95675e+06,155983,2.25444e+06,10.0142:0:-6.37097e+06,20.7235,1.5,3
+4.54e+12ns,0,5.75031e+06,-2.96282e+06,1.6303e+06,6872.43:1849.58:-6.36798e+06,14.1456,-27.2596,300000
+4.54e+12ns,1,5.9567e+06,155982,2.25458e+06,10.0142:0:-6.37097e+06,20.7249,1.5,3
+4.545e+12ns,0,5.76706e+06,-2.92469e+06,1.63995e+06,6894.21:1838.09:-6.36803e+06,14.2311,-26.8913,300000
+4.545e+12ns,1,5.95664e+06,155980,2.25472e+06,10.0142:0:-6.37097e+06,20.7262,1.5,3
+4.55e+12ns,0,5.78357e+06,-2.88644e+06,1.64955e+06,6915.71:1826.52:-6.36807e+06,14.3161,-26.5227,300000
+4.55e+12ns,1,5.95659e+06,155979,2.25486e+06,10.0142:0:-6.37097e+06,20.7276,1.5,3
+4.555e+12ns,0,5.79984e+06,-2.84807e+06,1.65908e+06,6936.93:1814.9:-6.36811e+06,14.4006,-26.1538,300000
+4.555e+12ns,1,5.95654e+06,155977,2.255e+06,10.0142:0:-6.37097e+06,20.7289,1.5,3
+4.56e+12ns,0,5.81587e+06,-2.80959e+06,1.66855e+06,6957.85:1803.2:-6.36816e+06,14.4846,-25.7847,300000
+4.56e+12ns,1,5.95648e+06,155976,2.25514e+06,10.0142:0:-6.37097e+06,20.7303,1.5,3
+4.565e+12ns,0,5.83166e+06,-2.77099e+06,1.67796e+06,6978.49:1791.44:-6.3682e+06,14.5681,-25.4153,300000
+4.565e+12ns,1,5.95643e+06,155975,2.25528e+06,10.0142:0:-6.37097e+06,20.7316,1.5,3
+4.57e+12ns,0,5.84721e+06,-2.73228e+06,1.68731e+06,6998.85:1779.61:-6.36824e+06,14.6511,-25.0457,300000
